name,inspection_result,inspection_closed_business,violation_type,violation_points
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Complete,FALSE,,0
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,25
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,25
"CENTRAL SALOON,  THE",Complete,FALSE,,0
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,25
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Complete,FALSE,,0
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Complete,FALSE,,0
"CENTRAL SALOON,  THE",Complete,FALSE,,0
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,2
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,2
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,25
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Complete,FALSE,,0
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,2
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,2
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,2
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,2
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Complete,FALSE,,0
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,15
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Complete,FALSE,,0
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,15
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,2
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,15
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,2
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Complete,FALSE,,0
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Complete,FALSE,,0
"CENTRAL SALOON,  THE",Satisfactory,FALSE,BLUE,2
"CENTRAL SALOON,  THE",Complete,FALSE,,0
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,2
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,10
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,3
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,BLUE,5
"CENTRAL SALOON,  THE",Unsatisfactory,FALSE,RED,15
CENTRAL TAVERN,Satisfactory,FALSE,BLUE,5
CENTRAL TAVERN,Satisfactory,FALSE,BLUE,2
CENTRAL TAVERN,Satisfactory,FALSE,,0
CENTRE 425,,,,0
CENTRO NEIGHBORHOOD KITCHEN,,,,0
CENTURY BALLROOM,Satisfactory,FALSE,,0
CENTURY BALLROOM,Satisfactory,FALSE,,0
CENTURY BALLROOM,Satisfactory,FALSE,BLUE,5
CENTURY BALLROOM,Satisfactory,FALSE,BLUE,2
CENTURY BALLROOM,Satisfactory,FALSE,BLUE,5
CENTURY BALLROOM,Complete,FALSE,,0
CENTURY BALLROOM,Satisfactory,FALSE,BLUE,5
CENTURY BALLROOM,Satisfactory,FALSE,BLUE,5
CENTURY BALLROOM,Satisfactory,FALSE,BLUE,5
CENTURY BALLROOM,Satisfactory,FALSE,,0
CENTURY BALLROOM,Complete,FALSE,,0
CENTURY BALLROOM,Unsatisfactory,FALSE,BLUE,5
CENTURY BALLROOM,Unsatisfactory,FALSE,RED,5
CENTURY BALLROOM,Complete,FALSE,,0
CENTURY BALLROOM,Unsatisfactory,FALSE,RED,10
CENTURY BALLROOM,Satisfactory,FALSE,,0
CENTURY BALLROOM,Complete,FALSE,,0
CENTURY BALLROOM,Satisfactory,FALSE,BLUE,5
CENTURY BALLROOM,Unsatisfactory,FALSE,BLUE,5
CENTURY BALLROOM,Unsatisfactory,FALSE,RED,10
CENTURY BALLROOM,Complete,FALSE,,0
CENTURY BALLROOM,Unsatisfactory,FALSE,RED,10
CENTURY BALLROOM,Unsatisfactory,FALSE,RED,10
CENTURY BALLROOM,Complete,FALSE,,0
CENTURY BALLROOM,Unsatisfactory,FALSE,RED,10
CENTURY BALLROOM,Unsatisfactory,FALSE,RED,10
CENTURY BALLROOM,Unsatisfactory,FALSE,RED,10
CENTURY BALLROOM,Complete,FALSE,,0
CENTURY BALLROOM,Unsatisfactory,FALSE,RED,10
CENTURY BALLROOM,Complete,FALSE,,0
CENTURY BALLROOM,Incomplete,FALSE,,0
CENTURY BALLROOM,Complete,FALSE,,0
CENTURY BALLROOM,Satisfactory,FALSE,,0
CENTURY BALLROOM,Complete,FALSE,,0
CENTURY BALLROOM,Satisfactory,FALSE,,0
CENTURY BALLROOM,Not Accessible,FALSE,,0
CENTURY BALLROOM,Satisfactory,FALSE,,0
CENTURY BALLROOM,Complete,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,25
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,25
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,25
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,25
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,25
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,3
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,25
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,25
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,3
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,5
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,15
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,25
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,5
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,5
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,5
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,15
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,15
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,15
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,25
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,15
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,15
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,25
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Complete,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,2
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,15
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Unsatisfactory,FALSE,BLUE,5
CENTURY LINK FIELD,Unsatisfactory,FALSE,RED,10
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
CENTURY LINK FIELD,Satisfactory,FALSE,,0
